name	terms	is_query
PDIA6	protein folding;catalytic activity, acting on a protein;isomerase activity;oxidoreductase activity;endoplasmic reticulum;plasma membrane;cytosol;organelle;extracellular space;cytoplasmic vesicle	False
PDK1	carbohydrate metabolic process;carbohydrate derivative metabolic process;lipid metabolic process;programmed cell death;protein modification process;sulfur compound metabolic process;signaling;nucleobase-containing small molecule metabolic process;catalytic activity, acting on a protein;transferase activity;mitochondrion	False
PDP1	protein modification process;catalytic activity, acting on a protein;molecular function regulator activity;hydrolase activity;mitochondrion	False
PDXK	vitamin metabolic process;transferase activity;nucleoplasm;nucleus;cytosol;organelle;extracellular region;extracellular space;cytoplasmic vesicle	False
PDZD11	establishment or maintenance of cell polarity;signaling;protein-containing complex assembly;cytosol;extracellular region;plasma membrane	False
PEBP1	signaling;molecular function regulator activity;RNA binding;lipid binding;cytosol;nucleus;extracellular space;organelle	False
PEF1	anatomical structure development;cell differentiation;protein-containing complex assembly;vesicle-mediated transport;protein modification process;membrane organization;molecular adaptor activity;RNA binding;endoplasmic reticulum;organelle;extracellular space;cytoplasmic vesicle	False
PEPD	amino acid metabolic process;catalytic activity, acting on a protein;hydrolase activity;organelle;extracellular space	False
PEX6	intracellular protein transport;peroxisome organization;transmembrane transport;hydrolase activity;ATP-dependent activity;transporter activity;cytosol;cilium;peroxisome	False
PFAS	anatomical structure development;carbohydrate derivative metabolic process;nucleobase-containing small molecule metabolic process;amino acid metabolic process;ligase activity;cytosol;organelle;extracellular space	False
PFDN1	protein folding;protein folding chaperone	False
PFDN5	regulation of DNA-templated transcription;signaling;anatomical structure development;protein folding;transcription regulator activity;cytoskeleton;cytosol;nucleus	False
PFKM	generation of precursor metabolites and energy;carbohydrate metabolic process;carbohydrate derivative metabolic process;regulation of DNA-templated transcription;signaling;nucleobase-containing small molecule metabolic process;transferase activity;cytosol;nucleus;plasma membrane;cilium	False
PFKP	carbohydrate metabolic process;carbohydrate derivative metabolic process;nucleobase-containing small molecule metabolic process;generation of precursor metabolites and energy;transferase activity;cytosol;nucleus;extracellular space;organelle	False
PFN1	cytoskeleton organization;anatomical structure development;cell junction organization;protein-containing complex assembly;regulation of DNA-templated transcription;signaling;cell motility;molecular function regulator activity;RNA binding;cytoskeletal protein binding;lipid binding;cytoskeleton;nucleus;cytosol;organelle;extracellular space	False
PFN2	cytoskeleton organization;cell junction organization;protein-containing complex assembly;vesicle-mediated transport;protein modification process;signaling;cell motility;hydrolase activity;cytoskeletal protein binding;lipid binding;ATP-dependent activity;cytoskeleton;organelle;extracellular space	False
PGAM1	carbohydrate metabolic process;carbohydrate derivative metabolic process;nucleobase-containing small molecule metabolic process;generation of precursor metabolites and energy;isomerase activity;hydrolase activity;cytosol;organelle;extracellular region;extracellular space;cytoplasmic vesicle	False
PGAM2	generation of precursor metabolites and energy;carbohydrate metabolic process;carbohydrate derivative metabolic process;muscle system process;reproductive process;signaling;nucleobase-containing small molecule metabolic process;isomerase activity;hydrolase activity;cytosol;nucleus;extracellular space;organelle	False
PGAM5	anatomical structure development;autophagy;programmed cell death;protein modification process;mitochondrion organization;catalytic activity, acting on a protein;molecular function regulator activity;hydrolase activity;mitochondrion	False
PGD	carbohydrate metabolic process;carbohydrate derivative metabolic process;nucleobase-containing small molecule metabolic process;generation of precursor metabolites and energy;oxidoreductase activity;cytosol;nucleus;extracellular space;organelle	False
PGK1	protein maturation;anatomical structure development;generation of precursor metabolites and energy;cell differentiation;carbohydrate metabolic process;carbohydrate derivative metabolic process;nucleobase-containing small molecule metabolic process;catalytic activity, acting on a protein;oxidoreductase activity;transferase activity;cytosol;organelle;extracellular space	False
PGLS	carbohydrate metabolic process;carbohydrate derivative metabolic process;nucleobase-containing small molecule metabolic process;generation of precursor metabolites and energy;hydrolase activity;cytosol;organelle;extracellular space	False
PGM1	carbohydrate metabolic process;carbohydrate derivative metabolic process;nucleobase-containing small molecule metabolic process;generation of precursor metabolites and energy;isomerase activity;cytosol;organelle;extracellular region;extracellular space;cytoplasmic vesicle	False
PGM2	carbohydrate metabolic process;carbohydrate derivative metabolic process;nucleobase-containing small molecule metabolic process;generation of precursor metabolites and energy;isomerase activity;cytosol;organelle;extracellular region;extracellular space;cytoplasmic vesicle	False
PGM3	anatomical structure development;cell differentiation;carbohydrate metabolic process;protein glycosylation;carbohydrate derivative metabolic process;reproductive process;nucleobase-containing small molecule metabolic process;isomerase activity;cytosol	False
PHB		False
PHB2	programmed cell death;anatomical structure development;immune system process;intracellular protein transport;generation of precursor metabolites and energy;nucleocytoplasmic transport;transmembrane transport;defense response to other organism;lipid metabolic process;mitotic nuclear division;regulation of DNA-templated transcription;autophagy;reproductive process;protein modification process;signaling;mitochondrion organization;cell motility;lipid binding;nucleus;plasma membrane;mitochondrion;organelle	False
PHF5A	cell differentiation;regulation of DNA-templated transcription;protein-containing complex assembly;mRNA metabolic process;RNA binding;DNA binding;nucleoplasm;nucleus	False
PHGDH	anatomical structure development;generation of precursor metabolites and energy;cell differentiation;sulfur compound metabolic process;amino acid metabolic process;oxidoreductase activity;cytosol;organelle;extracellular space	False
PHPT1	cytoskeleton organization;immune system process;protein modification process;signaling;cell motility;catalytic activity, acting on a protein;molecular function regulator activity;hydrolase activity;nucleoplasm;plasma membrane;cytosol;organelle;extracellular space	False
PHYKPL	transferase activity;lyase activity;mitochondrion	False
PIK3C3	protein maturation;intracellular protein transport;lipid metabolic process;cytokinesis;vesicle-mediated transport;autophagy;protein modification process;signaling;catalytic activity, acting on a protein;transferase activity;cytoskeleton;cilium;peroxisome;lysosome;cytosol;endosome;cytoplasmic vesicle	False
PIN1	anatomical structure development;cell differentiation;cell junction organization;mitotic nuclear division;regulation of DNA-templated transcription;cytokinesis;protein modification process;protein catabolic process;signaling;cell motility;catalytic activity, acting on a protein;isomerase activity;cytoskeletal protein binding;cytoskeletal motor activity;nucleus;nucleoplasm;cilium;cytosol;microtubule organizing center	False
PIP4K2C	lipid metabolic process;signaling;autophagy;transferase activity;endoplasmic reticulum;vacuole;nucleoplasm;plasma membrane;cytosol;organelle;extracellular space	False
PIR	DNA-templated transcription;cell differentiation;anatomical structure development;transcription regulator activity;oxidoreductase activity;cytosol;nucleoplasm;nucleus	False
PLEC	anatomical structure development;immune system process;cytoskeleton organization;cell differentiation;generation of precursor metabolites and energy;cell junction organization;circulatory system process;cytokinesis;nervous system process;protein modification process;membrane organization;mitochondrion organization;cell motility;wound healing;RNA binding;cytoskeletal protein binding;structural molecule activity;cytoskeleton;plasma membrane;cytosol;organelle;extracellular space;mitochondrion	False
PLEKHB2	cell differentiation;lipid binding;endosome	False
